Value,Count,ID,HWSD2_SMU_,WISE30s_SM,HWSD1_SMU_,COVERAGE,SHARE,WRB4,WRB_PHASES,WRB2,WRB2_CODE,FAO90,KOPPEN,TEXTURE_US,REF_BULK_D,BULK_DENSI,DRAINAGE,ROOT_DEPTH,AWC,PHASE1,PHASE2,ROOTS,IL,ADD_PROP,CODE,VALUE_1,geometry,Type
11178,4326.0,136275,11178,WD20011178,11178,2,100,KScc,KSccsk,KS,17,KSk,B,9,1.77,1.4,MW,1,153,20,0,0,0,0,9,Loam,,Loam
11179,78.0,43788,11179,WD40011179,11179,2,100,CLpt,CLpt,CL,7,CLp,D,11,1.69,1.42,MW,1,122,0,0,0,0,0,11,Sandy loam,,SandyLoam
11180,2439.0,80699,11180,WD20011180,11180,2,100,FLca,FLca,FL,10,FLc,B,9,1.71,1.49,MW,1,172,0,0,0,0,0,9,Loam,,Loam
11181,14682.0,22526,11181,WD20011181,11181,2,100,AR,ARye,AR,4,ARh,B,12,1.28,1.48,SE,1,82,22,0,0,0,0,12,Loamy sand,,LoamySand
11182,19705.0,134082,11182,WD20011182,11182,2,100,KSha,KSha,KS,17,KSh,B,9,1.71,1.47,MW,1,174,0,0,0,0,0,9,Loam,,Loam
11183,65.0,135312,11183,WD40011183,11183,2,100,KSha,KSha,KS,17,KSh,D,9,1.72,1.43,MW,1,158,0,0,0,0,0,9,Loam,,Loam
11184,335.0,135309,11184,WD40011184,11184,2,100,KSha,KSha,KS,17,KSh,D,9,1.72,1.43,MW,1,158,0,0,0,0,0,9,Loam,,Loam
11187,8625.0,136269,11187,WD20011187,11187,2,100,KScc,KScc,KS,17,KSk,B,9,1.77,1.4,MW,1,153,19,0,0,0,0,9,Loam,,Loam
11188,217.0,136756,11188,WD40011188,11188,2,100,KScc,KScc,KS,17,KSk,D,9,1.75,1.38,MW,1,154,19,0,0,0,0,9,Loam,,Loam
11189,577.0,136755,11189,WD40011189,11189,2,100,KScc,KScc,KS,17,KSk,D,9,1.75,1.38,MW,1,154,19,0,0,0,0,9,Loam,,Loam
11191,400.0,136270,11191,WD20011191,11191,2,100,KScc,KScc,KS,17,KSk,B,9,1.77,1.4,MW,1,153,19,0,0,0,0,9,Loam,,Loam
11192,1474.0,136281,11192,WD20011192,11192,2,100,KScc,KScc,KS,17,KSk,B,9,1.77,1.4,MW,1,153,0,0,0,0,0,9,Loam,,Loam
11193,17308.0,44703,11193,WD20011193,11193,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,23,0,0,0,0,9,Loam,,Loam
11194,610.0,49090,11194,WD40011194,11194,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,23,0,0,0,0,9,Loam,,Loam
11195,135.0,44701,11195,WD20011195,11195,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,23,0,0,0,0,9,Loam,,Loam
11196,630.0,44699,11196,WD20011196,11196,2,100,CMca,CMkkca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,18,0,0,0,0,9,Loam,,Loam
11197,8311.0,49084,11197,WD40011197,11197,2,100,CMca,CMyeca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,22,0,0,0,0,9,Loam,,Loam
11198,92.0,82550,11198,WD40011198,11198,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11199,4557.0,44693,11199,WD20011199,11199,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,23,0,0,0,0,9,Loam,,Loam
11200,4269.0,44691,11200,WD20011200,11200,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,23,0,0,0,0,9,Loam,,Loam
11201,333.0,44720,11201,WD20011201,11201,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,23,0,0,0,0,9,Loam,,Loam
11202,210.0,44725,11202,WD20011202,11202,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,23,0,0,0,0,9,Loam,,Loam
11203,574.0,49089,11203,WD40011203,11203,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,23,0,0,0,0,9,Loam,,Loam
11204,2282.0,44716,11204,WD20011204,11204,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,23,0,0,0,0,9,Loam,,Loam
11205,14220.0,44714,11205,WD20011205,11205,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,0,0,0,0,0,9,Loam,,Loam
11206,438.0,44712,11206,WD20011206,11206,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,0,0,0,0,0,9,Loam,,Loam
11208,247.0,44640,11208,WD20011208,11208,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,0,0,0,0,0,9,Loam,,Loam
11209,614.0,44624,11209,WD20011209,11209,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,0,0,0,0,0,9,Loam,,Loam
11210,1360.0,49108,11210,WD40011210,11210,2,100,CMca,CMkkca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,18,0,0,0,0,9,Loam,,Loam
11211,56.0,49103,11211,WD40011211,11211,2,100,CMca,CMkkca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,18,0,0,0,0,9,Loam,,Loam
11212,992.0,82532,11212,WD40011212,11212,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11213,729.0,44674,11213,WD20011213,11213,2,100,CMca,CMyeca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,22,0,0,0,0,9,Loam,,Loam
11214,26.0,42107,11214,WD20011214,11214,2,100,CLpt,CLptye,CL,7,CLp,B,11,1.67,1.44,MW,1,101,22,0,0,0,0,11,Sandy loam,,SandyLoam
11215,3112.0,44673,11215,WD20011215,11215,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,0,0,0,0,0,9,Loam,,Loam
11216,17738.0,44661,11216,WD20011216,11216,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,0,0,0,0,0,9,Loam,,Loam
11217,693.0,44643,11217,WD20011217,11217,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,0,0,0,0,0,9,Loam,,Loam
11218,610.0,44651,11218,WD20011218,11218,2,100,CMca,CMkkca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,18,0,0,0,0,9,Loam,,Loam
11219,1694.0,25519,11219,WD40011219,11219,2,100,AR,ARye,AR,4,ARh,D,12,1.2,1.44,SE,1,84,22,0,0,0,0,12,Loamy sand,,LoamySand
11220,7047.0,22532,11220,WD20011220,11220,2,100,AR,ARye,AR,4,ARh,B,12,1.28,1.48,SE,1,82,22,0,0,0,0,12,Loamy sand,,LoamySand
11221,2834.0,65756,11221,WD20011221,11221,2,100,CMgl,CMgl,CM,8,CMg,B,10,1.77,1.38,P,1,159,0,0,0,0,0,10,Sandy clay loam,,SandyClayLoam
11222,148.0,65760,11222,WD20011222,11222,2,100,CMgl,CMgl,CM,8,CMg,B,10,1.77,1.38,P,1,159,0,0,0,0,0,10,Sandy clay loam,,SandyClayLoam
11223,8232.0,49100,11223,WD40011223,11223,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,0,0,0,0,0,9,Loam,,Loam
11224,5098.0,49086,11224,WD40011224,11224,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,0,0,0,0,0,9,Loam,,Loam
11225,891.0,49106,11225,WD40011225,11225,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,0,0,0,0,0,9,Loam,,Loam
11226,3281.0,66426,11226,WD40011226,11226,2,100,CMgl,CMgl,CM,8,CMg,D,9,1.7,1.26,P,1,160,23,0,0,0,0,9,Loam,,Loam
11227,2255.0,66427,11227,WD40011227,11227,2,100,CMgl,CMgl,CM,8,CMg,D,9,1.7,1.26,P,1,160,0,0,0,0,0,9,Loam,,Loam
11228,7468.0,66423,11228,WD40011228,11228,2,100,CMgl,CMgl,CM,8,CMg,D,9,1.7,1.26,P,1,160,23,0,0,0,0,9,Loam,,Loam
11229,484.0,66424,11229,WD40011229,11229,2,100,CMgl,CMgl,CM,8,CMg,D,9,1.7,1.26,P,1,160,0,0,0,0,0,9,Loam,,Loam
11230,105030.0,40443,11230,WD20011230,11230,2,100,CLlv,CLlvsk,CL,7,CLl,B,11,1.7,1.54,MW,1,153,20,0,0,0,0,11,Sandy loam,,SandyLoam
11232,3025.0,40437,11232,WD20011232,11232,2,100,CLlv,CLlv,CL,7,CLl,B,11,1.7,1.54,MW,1,153,0,0,0,0,0,11,Sandy loam,,SandyLoam
11233,27414.0,40436,11233,WD20011233,11233,2,100,CLlv,CLlvsk,CL,7,CLl,B,11,1.7,1.54,MW,1,153,20,0,0,0,0,11,Sandy loam,,SandyLoam
11234,1215.0,17710,11234,WD20011234,11234,2,100,ARbr,ARbrye,AR,4,ARb,B,12,1.34,1.39,SE,1,71,22,0,0,0,0,12,Loamy sand,,LoamySand
11235,5113.0,31337,11235,WD20011235,11235,2,100,AT,AT,AT,5,ATa,B,11,1.58,1.34,MW,1,110,0,0,0,0,0,11,Sandy loam,,SandyLoam
11236,22285.0,19911,11236,WD20011236,11236,2,100,ARca,ARyeca,AR,4,ARc,B,12,1.34,1.62,SE,1,72,22,0,0,0,0,12,Loamy sand,,LoamySand
11238,144970.0,40434,11238,WD20011238,11238,2,100,CLlv,CLlvye,CL,7,CLl,B,11,1.7,1.54,MW,1,153,22,0,0,0,0,11,Sandy loam,,SandyLoam
11244,22442.0,40433,11244,WD20011244,11244,2,100,CLlv,CLlvye,CL,7,CLl,B,11,1.7,1.54,MW,1,153,22,0,0,0,0,11,Sandy loam,,SandyLoam
11245,18322.0,22603,11245,WD20011245,11245,2,100,AR,ARye,AR,4,ARh,B,12,1.28,1.48,SE,1,82,22,0,0,0,0,12,Loamy sand,,LoamySand
11247,12215.0,17704,11247,WD20011247,11247,2,100,ARbr,ARbrye,AR,4,ARb,B,12,1.34,1.39,SE,1,71,22,0,0,0,0,12,Loamy sand,,LoamySand
11248,9754.0,117307,11248,WD20011248,11248,2,100,GLcc,GLcc,GL,13,GLk,B,5,1.89,1.34,VP,1,162,0,0,0,0,0,5,Clay loam,,ClayLoam
11249,11404.0,117329,11249,WD20011249,11249,2,100,GLcc,GLcc,GL,13,GLk,B,5,1.89,1.34,VP,1,162,19,0,0,0,0,5,Clay loam,,ClayLoam
11254,5700.0,117303,11254,WD20011254,11254,2,100,GLcc,GLcc,GL,13,GLk,B,5,1.89,1.34,VP,1,162,0,0,0,0,0,5,Clay loam,,ClayLoam
11255,8213.0,44670,11255,WD20011255,11255,2,100,CMca,CMyeca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,22,0,0,0,0,9,Loam,,Loam
11256,19565.0,36518,11256,WD20011256,11256,2,100,CLha,CLha,CL,7,CLh,B,9,1.68,1.45,MW,1,150,0,0,0,0,0,9,Loam,,Loam
11257,4439.0,36444,11257,WD20011257,11257,2,100,CLha,CLha,CL,7,CLh,B,9,1.68,1.45,MW,1,150,0,0,0,0,0,9,Loam,,Loam
11258,1043.0,36404,11258,WD20011258,11258,2,100,CLha,CLha,CL,7,CLh,B,9,1.68,1.45,MW,1,150,0,0,0,0,0,9,Loam,,Loam
11259,127.0,36406,11259,WD20011259,11259,2,100,CLha,CLha,CL,7,CLh,B,9,1.68,1.45,MW,1,150,0,0,0,0,0,9,Loam,,Loam
11260,4923.0,31332,11260,WD20011260,11260,2,100,AT,ATir,AT,5,ATa,B,11,1.58,1.34,MW,1,110,13,0,0,0,0,11,Sandy loam,,SandyLoam
11261,1131.0,36407,11261,WD20011261,11261,2,100,CLha,CLha,CL,7,CLh,B,9,1.68,1.45,MW,1,150,0,0,0,0,0,9,Loam,,Loam
11262,26956.0,36408,11262,WD20011262,11262,2,100,CLha,CLha,CL,7,CLh,B,9,1.68,1.45,MW,1,150,0,0,0,0,0,9,Loam,,Loam
11263,820.0,40132,11263,WD40011263,11263,2,100,CLha,CLha,CL,7,CLh,D,9,1.78,1.42,MW,1,151,0,0,0,0,0,9,Loam,,Loam
11264,1785.0,36409,11264,WD20011264,11264,2,100,CLha,CLha,CL,7,CLh,B,9,1.68,1.45,MW,1,150,0,0,0,0,0,9,Loam,,Loam
11265,3684.0,31330,11265,WD20011265,11265,2,100,AT,ATir,AT,5,ATa,B,11,1.58,1.34,MW,1,110,13,0,0,0,0,11,Sandy loam,,SandyLoam
11266,1317.0,17705,11266,WD20011266,11266,2,100,ARbr,ARbr,AR,4,ARb,B,12,1.34,1.39,SE,1,71,0,0,0,0,0,12,Loamy sand,,LoamySand
11267,200.0,42098,11267,WD20011267,11267,2,100,CLpt,CLpt,CL,7,CLp,B,11,1.67,1.44,MW,1,101,0,0,0,0,0,11,Sandy loam,,SandyLoam
11268,1370.0,117304,11268,WD20011268,11268,2,100,GLcc,GLcc,GL,13,GLk,B,5,1.89,1.34,VP,1,162,0,0,0,0,0,5,Clay loam,,ClayLoam
11270,834.0,117306,11270,WD20011270,11270,2,100,GLcc,GLcc,GL,13,GLk,B,5,1.89,1.34,VP,1,162,19,0,0,0,0,5,Clay loam,,ClayLoam
11271,12270.0,124802,11271,WD20011271,11271,2,100,GYha,GYha,GY,14,GYh,B,9,1.68,1.29,MW,1,163,0,0,0,0,0,9,Loam,,Loam
11273,1830.0,124781,11273,WD20011273,11273,2,100,GYha,GYye,GY,14,GYh,B,9,1.68,1.29,MW,1,163,22,0,0,0,0,9,Loam,,Loam
11274,7738.0,124780,11274,WD20011274,11274,2,100,GYha,GYye,GY,14,GYh,B,9,1.68,1.29,MW,1,163,22,0,0,0,0,9,Loam,,Loam
11275,29527.0,124779,11275,WD20011275,11275,2,100,GYha,GYye,GY,14,GYh,B,9,1.68,1.29,MW,1,163,22,0,0,0,0,9,Loam,,Loam
11276,8490.0,124772,11276,WD20011276,11276,2,100,GYha,GYye,GY,14,GYh,B,9,1.68,1.29,MW,1,163,22,0,0,0,0,9,Loam,,Loam
11277,11514.0,124776,11277,WD20011277,11277,2,100,GYha,GYha,GY,14,GYh,B,9,1.68,1.29,MW,1,163,0,0,0,0,0,9,Loam,,Loam
11278,1263.0,117321,11278,WD20011278,11278,2,100,GLcc,GLcc,GL,13,GLk,B,5,1.89,1.34,VP,1,162,19,0,0,0,0,5,Clay loam,,ClayLoam
11279,2011.0,117310,11279,WD20011279,11279,2,100,GLcc,GLcc,GL,13,GLk,B,5,1.89,1.34,VP,1,162,19,0,0,0,0,5,Clay loam,,ClayLoam
11285,8436.0,31333,11285,WD20011285,11285,2,100,AT,AT,AT,5,ATa,B,11,1.58,1.34,MW,1,110,0,0,0,0,0,11,Sandy loam,,SandyLoam
11287,89012.0,125167,11287,WD20011287,11287,2,100,GYlx&GYlv,GYlvye,GY,14,GYl,B,11,1.7,1.51,MW,1,162,22,0,0,0,0,11,Sandy loam,,SandyLoam
11289,126.0,125169,11289,WD20011289,11289,2,100,GYlx&GYlv,GYlvye,GY,14,GYl,B,11,1.7,1.51,MW,1,162,22,0,0,0,0,11,Sandy loam,,SandyLoam
11290,257.0,125170,11290,WD20011290,11290,2,100,GYlx&GYlv,GYlvye,GY,14,GYl,B,11,1.7,1.51,MW,1,162,22,0,0,0,0,11,Sandy loam,,SandyLoam
11291,85822.0,125173,11291,WD20011291,11291,2,100,GYlx&GYlv,GYlvye,GY,14,GYl,B,11,1.7,1.51,MW,1,162,22,0,0,0,0,11,Sandy loam,,SandyLoam
11294,419.0,31340,11294,WD20011294,11294,2,100,AT,ATir,AT,5,ATa,B,11,1.58,1.34,MW,1,110,13,0,0,0,0,11,Sandy loam,,SandyLoam
11295,35954.0,22547,11295,WD20011295,11295,2,100,AR,ARye,AR,4,ARh,B,12,1.28,1.48,SE,1,82,22,0,0,0,0,12,Loamy sand,,LoamySand
11296,73056.0,125065,11296,WD20011296,11296,2,100,GYcc,GYyecc,GY,14,GYk,B,9,1.66,1.38,MW,1,149,22,0,0,0,0,9,Loam,,Loam
11298,104311.0,125064,11298,WD20011298,11298,2,100,GYcc,GYyecc,GY,14,GYk,B,9,1.66,1.38,MW,1,149,22,0,0,0,0,9,Loam,,Loam
11300,10592.0,17681,11300,WD20011300,11300,2,100,ARbr,ARbrye,AR,4,ARb,B,12,1.34,1.39,SE,1,71,22,0,0,0,0,12,Loamy sand,,LoamySand
11301,16871.0,125420,11301,WD20011301,11301,2,100,GYpt,GYptye,GY,14,GYp,B,11,1.62,1.19,MW,1,145,22,0,0,0,0,11,Sandy loam,,SandyLoam
11302,732.0,31331,11302,WD20011302,11302,2,100,AT,ATir,AT,5,ATa,B,11,1.58,1.34,MW,1,110,13,0,0,0,0,11,Sandy loam,,SandyLoam
11303,32830.0,125060,11303,WD20011303,11303,2,100,GYcc,GYyecc,GY,14,GYk,B,9,1.66,1.38,MW,1,149,22,0,0,0,0,9,Loam,,Loam
11307,23082.0,125070,11307,WD20011307,11307,2,100,GYcc,GYyecc,GY,14,GYk,B,9,1.66,1.38,MW,1,149,22,0,0,0,0,9,Loam,,Loam
11310,2373.0,117316,11310,WD20011310,11310,2,100,GLcc,GLcc,GL,13,GLk,B,5,1.89,1.34,VP,1,162,22,0,0,0,0,5,Clay loam,,ClayLoam
11311,30812.0,125460,11311,WD20011311,11311,2,100,GYpt,GYptye,GY,14,GYp,B,11,1.62,1.19,MW,1,145,22,0,0,0,0,11,Sandy loam,,SandyLoam
11314,157174.0,125431,11314,WD20011314,11314,2,100,GYpt,GYptye,GY,14,GYp,B,11,1.62,1.19,MW,1,145,22,0,0,0,0,11,Sandy loam,,SandyLoam
11317,65748.0,125421,11317,WD20011317,11317,2,100,GYpt,GYptye,GY,14,GYp,B,11,1.62,1.19,MW,1,145,22,0,0,0,0,11,Sandy loam,,SandyLoam
11321,2729.0,31338,11321,WD20011321,11321,2,100,AT,ATir,AT,5,ATa,B,11,1.58,1.34,MW,1,110,13,0,0,0,0,11,Sandy loam,,SandyLoam
11323,2286.0,49104,11323,WD40011323,11323,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,23,0,0,0,0,9,Loam,,Loam
11324,12754.0,44645,11324,WD20011324,11324,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,23,0,0,0,0,9,Loam,,Loam
11325,19737.0,44631,11325,WD20011325,11325,2,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,23,0,0,0,0,9,Loam,,Loam
11326,2616.0,65754,11326,WD20011326,11326,2,100,CMgl,CMgl,CM,8,CMg,B,10,1.77,1.38,P,1,159,0,0,0,0,0,10,Sandy clay loam,,SandyClayLoam
11327,24642.0,49102,11327,WD40011327,11327,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,23,0,0,0,0,9,Loam,,Loam
11328,174029.0,49101,11328,WD40011328,11328,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,23,0,0,0,0,9,Loam,,Loam
11329,18721.0,66425,11329,WD40011329,11329,2,100,CMgl,CMgl,CM,8,CMg,D,9,1.7,1.26,P,1,160,0,0,0,0,0,9,Loam,,Loam
11330,9454.0,66422,11330,WD40011330,11330,2,100,CMgl,CMgl,CM,8,CMg,D,9,1.7,1.26,P,1,160,0,0,0,0,0,9,Loam,,Loam
11331,7270.0,63317,11331,WD40011331,11331,2,100,CMeu,CMeu,CM,8,CMe,D,9,1.59,1.24,MW,1,140,0,0,0,0,0,9,Loam,,Loam
11332,453.0,49098,11332,WD40011332,11332,2,100,CMca,CMca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,0,0,0,0,0,9,Loam,,Loam
11335,23055.0,80677,11335,WD20011335,11335,2,100,FLca,FLca,FL,10,FLc,B,9,1.71,1.49,MW,1,172,0,0,0,0,0,9,Loam,,Loam
11339,2971.0,92977,11339,WD50011339,11339,2,100,UMfv,UMfvkk,UM,32,FLu,E,9,1.69,1.24,MW,1,150,18,0,0,0,0,9,Loam,,Loam
11341,38129.0,82553,11341,WD40011341,11341,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11343,2022.0,82543,11343,WD40011343,11343,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11344,2986.0,90946,11344,WD40011344,11344,2,100,FLeu,FLeu,FL,10,FLe,D,9,1.69,1.41,MW,1,160,0,0,0,0,0,9,Loam,,Loam
11345,2596.0,81928,11345,WD30011345,11345,2,100,FLca,FLca,FL,10,FLc,C,9,1.73,1.42,MW,1,168,0,0,0,0,0,9,Loam,,Loam
11346,1030.0,81922,11346,WD30011346,11346,2,100,FLca,FLca,FL,10,FLc,C,9,1.73,1.42,MW,1,168,0,0,0,0,0,9,Loam,,Loam
11347,743.0,82549,11347,WD40011347,11347,2,100,FLca,FLca,FL,10,FLc,D,9,1.7,1.38,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11349,8531.0,297708,11349,WD20011349,11349,2,100,VRcc,VRccta,VR,33,VRk,B,3,2.03,1.6,P,1,194,21,0,0,0,3,3,Clay (light),,Clay
11351,18495.0,19922,11351,WD20011351,11351,2,100,ARca,ARca,AR,4,ARc,B,12,1.34,1.62,SE,1,72,0,0,0,0,0,12,Loamy sand,,LoamySand
11352,141726.0,17685,11352,WD20011352,11352,2,100,ARbr,ARbrye,AR,4,ARb,B,12,1.34,1.39,SE,1,71,22,0,0,0,0,12,Loamy sand,,LoamySand
11353,590264.0,22540,11353,WD20011353,11353,2,100,AR,ARye,AR,4,ARh,B,12,1.28,1.48,SE,1,82,22,0,0,0,0,12,Loamy sand,,LoamySand
11354,3664.0,19924,11354,WD20011354,11354,2,100,ARca,ARyeca,AR,4,ARc,B,12,1.34,1.62,SE,1,72,22,0,0,0,0,12,Loamy sand,,LoamySand
11355,104594.0,19926,11355,WD20011355,11355,2,100,ARca,ARca,AR,4,ARc,B,12,1.34,1.62,SE,1,72,0,0,0,0,0,12,Loamy sand,,LoamySand
11356,67975.0,17753,11356,WD20011356,11356,2,100,ARbr,ARbrye,AR,4,ARb,B,12,1.34,1.39,SE,1,71,22,0,0,0,0,12,Loamy sand,,LoamySand
11357,36717.0,22608,11357,WD20011357,11357,2,100,AR,ARye,AR,4,ARh,B,12,1.28,1.48,SE,1,82,22,0,0,0,0,12,Loamy sand,,LoamySand
11358,439.0,117915,11358,WD40011358,11358,2,100,GLcc,GLcc,GL,13,GLk,D,9,1.68,1.35,P,1,164,0,0,0,0,0,9,Loam,,Loam
11359,12226.0,117317,11359,WD20011359,11359,2,100,GLcc,GLcc,GL,13,GLk,B,5,1.89,1.34,VP,1,162,0,0,0,0,0,5,Clay loam,,ClayLoam
11360,9816.0,19206,11360,WD40011360,11360,2,100,ARbr,ARbr,AR,4,ARb,D,12,1.2,1.55,SE,1,89,0,0,0,0,0,12,Loamy sand,,LoamySand
11361,3422.0,22606,11361,WD20011361,11361,2,100,AR,ARye,AR,4,ARh,B,12,1.28,1.48,SE,1,82,22,0,0,0,0,12,Loamy sand,,LoamySand
11363,29.0,27497,11363,WD40011363,11363,2,100,ARqg,ARqg,AR,4,ARl,D,12,1.28,1.47,MW,1,87,0,0,0,0,0,12,Loamy sand,,LoamySand
11364,108.0,25520,11364,WD40011364,11364,2,100,AR,AR,AR,4,ARh,D,12,1.2,1.44,SE,1,84,0,0,0,0,0,12,Loamy sand,,LoamySand
11365,3152.0,138155,11365,WD30011365,11365,2,100,LP,LP,LP,18,LP,C,9,1.76,1.11,I,3,38,0,0,0,0,0,9,Loam,,Loam
11366,16373.0,210213,11366,WD30011366,11366,2,100,LXfr,LXfr,LX,20,LXf,C,10,1.75,1.54,MW,1,130,0,0,0,0,0,10,Sandy clay loam,,SandyClayLoam
11367,25119.0,151139,11367,WD30011367,11367,2,100,LPrz,LPrz,LP,18,LPk,C,9,1.81,1.23,I,3,34,0,0,0,0,0,9,Loam,,Loam
11368,93048.0,190823,11368,WD30011368,11368,2,100,LVha,LVle,LV,19,LVh,C,9,1.66,1.5,MW,3,41,2,0,0,0,0,9,Loam,,Loam
11369,71819.0,205857,11369,WD30011369,11369,2,100,LVcr,LVlecrkk,LV,19,LVx,C,5,1.84,1.45,MW,3,41,2,0,0,0,0,5,Clay loam,,ClayLoam
11370,322.0,13166,11370,WD30011370,11370,2,100,AN,AN,AN,3,ANh,C,9,1.69,0.86,MW,1,151,0,0,0,0,0,9,Loam,,Loam
11375,134326.0,51231,11375,WD30011375,11375,2,100,CMdy,CMdy,CM,8,CMd,C,9,1.71,1.25,MW,1,144,0,0,0,0,0,9,Loam,,Loam
11376,80548.0,51253,11376,WD30011376,11376,2,100,CMdy,CMdy,CM,8,CMd,C,9,1.71,1.25,MW,1,144,0,0,0,0,0,9,Loam,,Loam
11377,84433.0,255614,11377,WD30011377,11377,2,100,RGca,RGskca,RG,26,RGc,C,9,1.77,1.49,MW,1,160,20,0,0,0,0,9,Loam,,Loam
11378,27143.0,138170,11378,WD40011378,11378,2,100,LP,LP,LP,18,LP,D,9,1.68,1.26,I,3,34,0,0,0,0,0,9,Loam,,Loam
11379,7069.0,139174,11379,WD30011379,11379,2,100,LPdy,LPdy,LP,18,LPd,C,11,1.65,1.2,I,3,33,0,0,0,0,0,11,Sandy loam,,SandyLoam
11382,7903.0,150170,11382,WD40011382,11382,2,100,LPeu,LPeu,LP,18,LPe,D,9,1.6,1.29,I,3,34,0,0,0,0,0,9,Loam,,Loam
11383,1299.0,150172,11383,WD40011383,11383,2,100,LPeu,LPeu,LP,18,LPe,D,9,1.6,1.29,I,3,34,0,0,0,0,0,9,Loam,,Loam
11384,56.0,150171,11384,WD40011384,11384,2,100,LPeu,LPeu,LP,18,LPe,D,9,1.6,1.29,I,3,34,0,0,0,0,0,9,Loam,,Loam
11385,66540.0,150676,11385,WD20011385,11385,2,100,LPrz,LPrz,LP,18,LPk,B,9,1.78,1.29,I,3,27,0,0,0,0,0,9,Loam,,Loam
11386,139.0,152138,11386,WD40011386,11386,2,100,LPrz,LPrz,LP,18,LPk,D,9,1.75,1.27,I,3,35,0,0,0,0,0,9,Loam,,Loam
11387,148576.0,142247,11387,WD20011387,11387,2,100,LPeu,LPeu,LP,18,LPe,B,11,1.65,1.32,I,3,29,0,0,0,0,0,11,Sandy loam,,SandyLoam
11388,15544.0,270250,11388,WD40011388,11388,2,100,RGeu,RGskeu,RG,26,RGe,D,9,1.66,1.51,MW,1,116,20,0,0,0,0,9,Loam,,Loam
11389,42883.0,258349,11389,WD30011389,11389,2,100,RGdy,RGskdy,RG,26,RGd,C,11,1.64,1.58,MW,1,133,20,0,0,0,0,11,Sandy loam,,SandyLoam
11390,684.0,258346,11390,WD30011390,11390,2,100,RGdy,RGskdy,RG,26,RGd,C,11,1.64,1.58,MW,1,133,20,0,0,0,0,11,Sandy loam,,SandyLoam
11394,35780.0,270253,11394,WD40011394,11394,2,100,RGeu,RGskeu,RG,26,RGe,D,9,1.66,1.51,MW,1,116,20,0,0,0,0,9,Loam,,Loam
11395,28753.0,270248,11395,WD40011395,11395,2,100,RGeu,RGskeu,RG,26,RGe,D,9,1.66,1.51,MW,1,116,20,0,0,0,0,9,Loam,,Loam
11396,1130.0,270251,11396,WD40011396,11396,2,100,RGeu,RGskeu,RG,26,RGe,D,9,1.66,1.51,MW,1,116,20,0,0,0,0,9,Loam,,Loam
